            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            1.940500            32.849200         -1.42200e-03         -6.68000e-03
            1.961500            32.798000          2.45000e-04          1.15450e-03
            1.982500            32.744600          6.71000e-04          3.17230e-03
            2.003400            32.689000         -2.21900e-03         -1.05267e-02
            2.024400            32.631200          4.28000e-04          2.03750e-03
            2.045400            32.571200         -1.24000e-03         -5.92490e-03
            2.066300            32.509500         -8.31000e-04         -3.98570e-03
            2.087300            32.446200         -1.03400e-03         -4.97890e-03
            2.108300            32.381900         -1.23900e-03         -5.98960e-03
            2.129200            32.317000          3.92000e-04          1.90260e-03
            2.150200            32.252200         -1.02600e-03         -4.99990e-03
            2.171200            32.188200          6.37000e-04          3.11660e-03
            2.192100            32.125700         -2.49300e-03         -1.22450e-02
            2.213100            32.065400          1.57000e-04          7.74100e-04
            2.234100            32.008300          4.80000e-05          2.37500e-04
            2.255000            31.955000         -3.55100e-03         -1.76279e-02
            2.276000            31.906500         -4.97000e-04         -2.47470e-03
            2.297000            31.863500         -1.28700e-03         -6.42570e-03
            2.317900            31.827000         -7.30000e-05         -3.65300e-04
            2.338900            31.797600         -8.92000e-04         -4.47160e-03
            2.359800            31.776100          4.48000e-04          2.24910e-03
            2.380800            31.762900         -6.33000e-04         -3.18070e-03
            2.401800            31.758500          1.34000e-03          6.73500e-03
            2.415300            31.759500          2.04000e-03          1.02519e-02
            2.428900            31.762700          9.30000e-04          4.67240e-03
            2.442400            31.767800         -1.61800e-03         -8.12700e-03
            2.456000            31.774700          1.03000e-03          5.17150e-03
            2.469500            31.783200         -1.14500e-03         -5.74600e-03
            2.483000            31.792900         -1.37200e-03         -6.88100e-03
            2.496600            31.803600          1.59600e-03          7.99840e-03
            2.510100            31.814800         -8.78900e-03         -4.40160e-02
            2.523700            31.826100         -2.27100e-03         -1.13650e-02
            2.537200            31.836900         -1.30220e-02         -6.51250e-02
            2.550800            31.846700         -1.95300e-03         -9.76100e-03
            2.564300            31.855100         -1.09800e-03         -5.48500e-03
            2.577800            31.861400         -7.67900e-03         -3.83450e-02
